Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Person,Returned,total_cost,price_per_unit
CA-2017-130631,12/29/2017,1/2/2018,Standard Class,Consumer,United States,Edmonds,Washington,98026,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0,20.54,Anna Andreadi,No,47.92,34.22999954
CA-2014-134726,11/2/2014,11/7/2014,Second Class,Corporate,United States,Seattle,Washington,98115,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,52.79,1,0.2,4.62,Anna Andreadi,No,48.170002,65.98750139
CA-2016-165330,12/11/2016,12/11/2016,Same Day,Consumer,United States,Anaheim,California,92804,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,50.22,3,0,2.01,Anna Andreadi,No,48.210003,16.74000041
CA-2017-117926,12/8/2017,12/12/2017,Second Class,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,1,0,20.84,Anna Andreadi,No,48.640003,69.48000336
CA-2017-121853,9/23/2017,9/29/2017,Standard Class,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,72.96,3,0.2,23.71,Anna Andreadi,No,49.25,30.39999973
US-2015-160857,5/8/2015,5/15/2015,Standard Class,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,3,0,30.19,Chuck Magee,No,49.25,26.48000081
US-2015-137008,10/2/2015,10/8/2015,Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,94.85,5,0,45.53,Chuck Magee,No,49.32,18.96999969
CA-2016-109869,4/22/2016,4/29/2016,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.49,5,0.7,-20.89,Anna Andreadi,No,49.379997,18.99333243
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,Consumer,United States,Roseville,California,95661,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.18,3,0.2,26.66,Anna Andreadi,No,49.52,31.74166691
CA-2017-111556,11/20/2017,11/22/2017,First Class,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,68.97,3,0,19.31,Chuck Magee,No,49.660004,22.99000041
US-2016-144057,5/9/2016,5/13/2016,Standard Class,Corporate,United States,Austin,Texas,78745,Central,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,76.64,2,0.2,26.82,Kelly Williams,No,49.82,47.8999998
CA-2016-151372,9/5/2016,9/6/2016,First Class,Consumer,United States,Redondo Beach,California,90278,West,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.12,Anna Andreadi,No,49.960003,48.04000092
US-2017-103247,10/5/2017,10/8/2017,Second Class,Home Office,United States,New York City,New York,10011,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.79,3,0.2,25.58,Chuck Magee,No,50.21,31.57916717
CA-2017-142888,11/21/2017,11/25/2017,Standard Class,Consumer,United States,Spokane,Washington,99207,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,70.98,1,0,20.58,Anna Andreadi,No,50.4,70.98000336
CA-2017-100111,9/20/2017,9/26/2017,Standard Class,Consumer,United States,New York City,New York,10035,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,0,21.79,Chuck Magee,No,50.85,36.31999969
US-2014-164406,8/15/2014,8/19/2014,Standard Class,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,92.94,3,0,41.82,Anna Andreadi,No,51.120003,30.98000081
CA-2015-123568,11/8/2015,11/14/2015,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,92.94,3,0,41.82,Anna Andreadi,No,51.120003,30.98000081
US-2017-105046,7/17/2017,7/23/2017,Standard Class,Home Office,United States,Rome,New York,13440,East,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,99.9,5,0,47.95,Chuck Magee,No,51.95,19.98000031
CA-2014-109918,9/7/2014,9/12/2014,Second Class,Corporate,United States,Santa Clara,California,95051,West,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,83.92,5,0.2,31.47,Anna Andreadi,No,52.449997,20.97999962
CA-2014-156349,5/26/2014,5/30/2014,Standard Class,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.98,2,0.2,31.49,Anna Andreadi,No,52.490005,52.48750229
CA-2015-169397,12/24/2015,12/27/2015,First Class,Consumer,United States,Dublin,Ohio,43017,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.7,4,0.2,19.08,Chuck Magee,No,53.619995,22.71874913
CA-2014-151162,12/5/2014,12/9/2014,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,4,0.7,-23.95,Chuck Magee,No,53.89,24.94999945
CA-2014-141726,7/20/2014,7/22/2014,First Class,Consumer,United States,San Diego,California,92105,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,1,0,50.33,Anna Andreadi,No,54.519997,104.8499985
CA-2017-156958,12/5/2017,12/6/2017,First Class,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,0.2,29.37,Anna Andreadi,No,54.549995,20.97999962
CA-2017-168193,3/6/2017,3/11/2017,Second Class,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97,3,0,16.55,Chuck Magee,No,55.420002,23.99000041
CA-2014-135699,8/29/2014,8/29/2014,Same Day,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,2,0,53.86,Anna Andreadi,No,56.059998,54.95999908
CA-2016-116547,1/10/2016,1/17/2016,Standard Class,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,0,13.3,Anna Andreadi,No,56.680004,34.99000168
US-2014-138758,7/7/2014,7/11/2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.01,2,0.2,12.08,Chuck Magee,No,56.93,43.1312515
CA-2017-152660,12/4/2017,12/9/2017,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.57,2,0.2,4.62,Kelly Williams,No,56.95,38.48124995
CA-2016-133368,1/14/2016,1/20/2016,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.57,2,0.2,32.47,Cassandra Brandow,No,57.1,55.98125002
CA-2016-159345,6/17/2016,6/22/2016,Standard Class,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,111.96,2,0,54.86,Anna Andreadi,No,57.1,55.97999954
US-2015-137008,10/2/2015,10/8/2015,Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90,1,0,32.4,Chuck Magee,No,57.6,90
CA-2015-132374,2/22/2015,2/24/2015,Second Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,79.36,4,0,20.63,Kelly Williams,No,58.730003,19.84000015
CA-2016-165330,12/11/2016,12/11/2016,Same Day,Consumer,United States,Anaheim,California,92804,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83.42,2,0,24.19,Anna Andreadi,No,59.229996,41.70999908
CA-2017-161956,8/27/2017,8/29/2017,Second Class,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3,0,56.98,Anna Andreadi,No,59.3,38.75999959
CA-2017-117212,2/26/2017,2/28/2017,Second Class,Home Office,United States,Los Angeles,California,90036,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0,22.12,Anna Andreadi,No,59.799995,20.47999954
CA-2015-135580,12/30/2015,1/3/2016,Standard Class,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3,0,14.24,Anna Andreadi,No,60.700005,24.98000081
US-2017-103828,8/13/2017,8/13/2017,Same Day,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,83.79,7,0,22.62,Anna Andreadi,No,61.17,11.97000013
CA-2017-119284,6/15/2017,6/20/2017,Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,91.36,5,0.2,29.69,Cassandra Brandow,No,61.67,22.84000024
CA-2016-130477,4/8/2016,4/12/2016,Standard Class,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.6,Anna Andreadi,No,62.36,32.47999954
CA-2017-140585,12/18/2017,12/23/2017,Second Class,Consumer,United States,Encinitas,California,92024,West,TEC-AC-10003610,Technology,Accessories,Logitech�Illuminated - Keyboard,119.98,2,0,57.59,Anna Andreadi,No,62.390003,59.99000168
CA-2017-136651,4/23/2017,4/25/2017,Second Class,Consumer,United States,Pasadena,California,91104,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,92.88,6,0.2,30.19,Anna Andreadi,No,62.689995,19.3499995
CA-2016-145982,8/27/2016,9/1/2016,Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,122.97,3,0,60.26,Chuck Magee,No,62.710003,40.99000041
CA-2014-151162,12/5/2014,12/9/2014,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.38,3,0.2,35.66,Chuck Magee,No,62.719997,40.99166567
US-2015-126214,12/21/2015,12/24/2015,Second Class,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0,36.85,Anna Andreadi,No,62.75,99.59999847
CA-2017-166093,8/17/2017,8/24/2017,Standard Class,Corporate,United States,Brentwood,California,94513,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.98,3,0.2,9,Anna Andreadi,No,62.980003,29.99166818
CA-2015-123568,11/8/2015,11/14/2015,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,5,0.2,28.65,Anna Andreadi,No,63.03,22.92000016
CA-2016-126732,9/2/2016,9/6/2016,Standard Class,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,94.68,9,0,31.24,Anna Andreadi,No,63.440002,10.52000003
CA-2016-138282,5/19/2016,5/23/2016,Standard Class,Corporate,United States,Los Angeles,California,90008,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,87.84,8,0,23.72,Anna Andreadi,No,64.119995,10.97999954
CA-2017-122007,3/18/2017,3/20/2017,Second Class,Corporate,United States,Los Angeles,California,90032,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0,26.35,Anna Andreadi,No,64.51,12.98000009
CA-2016-162138,4/23/2016,4/27/2016,Standard Class,Corporate,United States,Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,0,35,Anna Andreadi,No,64.99,99.98999786
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.58,2,0.2,8.28,Anna Andreadi,No,65.3,45.98750132
US-2016-152051,6/25/2016,6/29/2016,Standard Class,Corporate,United States,York,Pennsylvania,17403,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.09,4,0.7,-27.93,Chuck Magee,No,66.020004,31.74166553
CA-2016-150077,2/4/2016,2/10/2016,Standard Class,Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.52,Chuck Magee,No,66.96001,45.24000168
US-2016-157490,10/6/2016,10/7/2016,First Class,Home Office,United States,Pueblo,Colorado,81001,West,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96,5,0.2,0.85,Anna Andreadi,No,67.11,16.98999983
CA-2015-146255,3/7/2015,3/10/2015,First Class,Home Office,United States,Newark,Delaware,19711,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,119.85,3,0,52.73,Chuck Magee,No,67.119995,39.94999949
US-2017-118087,9/9/2017,9/13/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.76,Chuck Magee,No,67.119995,39.949999
CA-2017-107825,11/18/2017,11/18/2017,Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0,24.98,Kelly Williams,No,67.53999,15.41999944
CA-2017-132346,11/7/2017,11/11/2017,Standard Class,Consumer,United States,Newark,Delaware,19711,East,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,100.94,7,0,33.31,Chuck Magee,No,67.630005,14.42000035
CA-2015-154970,1/5/2015,1/10/2015,Standard Class,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,61.58,1,0.2,-6.93,Anna Andreadi,No,68.51,76.97500258
CA-2017-109085,2/17/2017,2/20/2017,First Class,Home Office,United States,Troy,Ohio,45373,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,57.59,1,0.4,-11.52,Chuck Magee,No,69.11,95.98333454
CA-2017-119284,6/15/2017,6/20/2017,Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,76.61,8,0.2,6.7,Cassandra Brandow,No,69.91,11.97031264
CA-2014-123498,11/7/2014,11/9/2014,First Class,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.05,3,0.8,-44.28,Kelly Williams,No,70.33,43.41666798
CA-2016-157280,11/5/2016,11/7/2016,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,89.97,3,0,18.89,Cassandra Brandow,No,71.08,29.99000041
CA-2017-137428,12/16/2017,12/21/2017,Second Class,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.57,2,0.2,9.18,Anna Andreadi,No,72.39,50.98125
CA-2017-140186,9/29/2017,10/2/2017,First Class,Consumer,United States,Bakersfield,California,93309,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,0,25.44,Anna Andreadi,No,72.399994,48.91999817
CA-2016-109869,4/22/2016,4/29/2016,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.27,2,0.2,5.87,Anna Andreadi,No,72.399994,48.91874808
CA-2017-140186,9/29/2017,10/2/2017,First Class,Consumer,United States,Bakersfield,California,93309,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.78,1,0.2,0,Anna Andreadi,No,72.78,90.97499881
CA-2017-100111,9/20/2017,9/26/2017,Standard Class,Consumer,United States,New York City,New York,10035,East,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",80.99,1,0.1,8.1,Chuck Magee,No,72.89,89.98888666
CA-2017-123491,10/30/2017,11/5/2017,Standard Class,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",71.99,1,0.2,-0.9,Anna Andreadi,No,72.89,89.98749766
CA-2017-155712,3/2/2017,3/8/2017,Standard Class,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.65,2,0.2,33.64,Anna Andreadi,No,74.01,67.2812512
US-2017-109253,8/21/2017,8/22/2017,First Class,Consumer,United States,Oakland,California,94601,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.14,9,0.2,42.46,Anna Andreadi,No,74.68,16.26944442
CA-2014-100762,11/24/2014,11/29/2014,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.12,3,0,69.18,Kelly Williams,No,74.939995,48.03999837
CA-2016-145261,12/18/2016,12/21/2016,First Class,Home Office,United States,Salem,Oregon,97301,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,0.7,-30.16,Anna Andreadi,No,75.4,37.6999999
CA-2014-102652,4/6/2014,4/12/2014,Standard Class,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0,15.63,Anna Andreadi,No,76.33,45.97999954
CA-2017-121258,2/26/2017,3/3/2017,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0,15.63,Anna Andreadi,No,76.33,45.97999954
CA-2017-100111,9/20/2017,9/26/2017,Standard Class,Consumer,United States,New York City,New York,10035,East,TEC-PH-10000215,Technology,Phones,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,104.85,3,0,28.31,Chuck Magee,No,76.54,34.94999949
CA-2015-111948,11/11/2015,11/11/2015,Same Day,Corporate,United States,Detroit,Michigan,48234,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",123.86,2,0.1,46.79,Kelly Williams,No,77.07,68.81111156
CA-2015-146262,1/2/2015,1/9/2015,Standard Class,Corporate,United States,Medina,Ohio,44256,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.98,3,0.4,-14.7,Chuck Magee,No,77.68,34.98888898
CA-2015-130456,8/21/2015,8/26/2015,Standard Class,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.24,Anna Andreadi,No,77.740005,80.98000336
CA-2015-151547,1/17/2015,1/23/2015,Standard Class,Consumer,United States,Bartlett,Tennessee,38134,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,8,0.2,10.01,Cassandra Brandow,No,78.95,13.89999991
CA-2017-131828,2/11/2017,2/13/2017,Second Class,Corporate,United States,Seattle,Washington,98105,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",88.78,3,0.2,7.77,Anna Andreadi,No,81.01,36.9916663
CA-2016-165330,12/11/2016,12/11/2016,Same Day,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.69,9,0.2,39.87,Anna Andreadi,No,82.82001,17.04027818
US-2017-147998,5/19/2017,5/24/2017,Standard Class,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12,5,0.2,49.92,Anna Andreadi,No,83.2,33.2799989
US-2015-136749,12/25/2015,12/27/2015,Second Class,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,157.9,5,0,74.21,Cassandra Brandow,No,83.689995,31.57999878
CA-2014-142769,9/13/2014,9/13/2014,Same Day,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,0,60.88,Anna Andreadi,No,84.08,36.24000168
CA-2017-153822,9/19/2017,9/25/2017,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.58,2,0.2,4.48,Anna Andreadi,No,85.1,55.98750135
CA-2015-146262,1/2/2015,1/9/2015,Standard Class,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.58,2,0.2,4.48,Chuck Magee,No,85.1,55.98750135
CA-2016-105585,8/26/2016,8/27/2016,First Class,Consumer,United States,San Jose,California,95123,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,154.9,5,0,69.71,Anna Andreadi,No,85.189995,30.97999878
CA-2014-108861,5/28/2014,6/1/2014,Standard Class,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",136.96,4,0.2,51.36,Anna Andreadi,No,85.600006,42.80000226
CA-2017-147452,9/30/2017,10/3/2017,First Class,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,167.94,3,0,82.29,Anna Andreadi,No,85.65,55.98000081
CA-2015-143490,12/6/2015,12/13/2015,Standard Class,Consumer,United States,San Diego,California,92105,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,0,33.64,Anna Andreadi,No,86.51,13.35000017
CA-2014-126403,9/9/2014,9/12/2014,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0,79.89,Chuck Magee,No,86.55,55.48000081
CA-2016-112123,3/3/2016,3/8/2016,Standard Class,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,0,79.89,Chuck Magee,No,86.55,55.48000081
CA-2015-138674,11/14/2015,11/17/2015,First Class,Corporate,United States,Springfield,Oregon,97477,West,TEC-AC-10000358,Technology,Accessories,Imation�Secure�Drive�+ Hardware Encrypted USB�flash drive�- 16 GB,91.18,3,0.2,4.56,Anna Andreadi,No,86.62,37.99166694
CA-2017-102519,11/27/2017,11/29/2017,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,9,0,56.05,Kelly Williams,No,87.67999,15.96999953
CA-2015-124058,11/20/2015,11/24/2015,Standard Class,Consumer,United States,Oakland,California,94601,West,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,72.74,7,0.2,-15.46,Anna Andreadi,No,88.2,12.98928538
US-2016-135720,12/11/2016,12/13/2016,Second Class,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001267,Technology,Accessories,Imation�32GB Pocket Pro USB 3.0�Flash Drive�- 32 GB - Black - 1 P ...,119.8,5,0.2,29.95,Anna Andreadi,No,89.850006,29.95000087
CA-2017-136539,12/28/2017,1/1/2018,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.85,2,0.32,-11.6,Kelly Williams,No,90.45,57.97793944
CA-2015-113628,11/12/2015,11/19/2015,Standard Class,Corporate,United States,Plantation,Florida,33317,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.79,1,0.2,10.08,Cassandra Brandow,No,90.71,125.9875016
CA-2014-103940,9/17/2014,9/21/2014,Standard Class,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,0.2,46.32,Anna Andreadi,No,90.920006,34.3100015
CA-2017-137428,12/16/2017,12/21/2017,Second Class,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.18,2,0.2,6.07,Anna Andreadi,No,91.11,60.73750042
CA-2016-162159,9/16/2016,9/18/2016,First Class,Home Office,United States,Columbus,Georgia,31907,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",121.78,2,0,30.45,Cassandra Brandow,No,91.33,60.88999939
CA-2016-165330,12/11/2016,12/11/2016,Same Day,Consumer,United States,Anaheim,California,92804,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96,4,0,25.19,Anna Andreadi,No,94.77,29.98999977
US-2017-107888,11/16/2017,11/19/2017,First Class,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces�Headset,107.88,3,0.2,10.79,Anna Andreadi,No,97.09,44.94999902
CA-2016-167759,3/3/2016,3/8/2016,Second Class,Consumer,United States,Bloomington,Indiana,47401,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces�Headset,134.85,3,0,37.76,Kelly Williams,No,97.09001,44.95000203
CA-2014-142769,9/13/2014,9/13/2014,Same Day,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,118,2,0,20.06,Anna Andreadi,No,97.94,59
CA-2016-134803,5/28/2016,6/3/2016,Standard Class,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,182.72,8,0,84.05,Anna Andreadi,No,98.67,22.84000015
CA-2017-134194,12/25/2017,1/1/2018,Standard Class,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,39.58,9,0.8,-59.37,Kelly Williams,No,98.95,21.98889122
CA-2017-161956,8/27/2017,8/29/2017,Second Class,Corporate,United States,Inglewood,California,90301,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23,Anna Andreadi,No,99.23,99.23000336
